date,average_price,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,type,year,region
4/3/16,1.18,3872680.79,99894.98,2745624.73,90728.12,936432.96,869386.54,66910.57,135.85,conventional,2016,Northeast
4/3/16,1.88,124627.43,7547.6,25271.64,2014.62,89793.57,79549.51,10244.06,0,organic,2016,Northeast
4/3/16,1.04,1769050.34,898127.03,451253.04,45776.71,373893.56,325591.8,46536.69,1765.07,conventional,2016,Plains
4/3/16,1.45,46543.64,4227.34,20886.24,3760.1,17669.96,5264.47,12405.49,0,organic,2016,Plains
4/3/16,0.74,6154503.04,3321835.5,1083779.43,649669.1,1099219.01,896073.07,198721.79,4424.15,conventional,2016,South Central
4/3/16,1.22,86545.27,28336.55,5964.03,2.83,52241.86,41885.1,10356.76,0,organic,2016,South Central
4/3/16,1.04,3507226.18,1812848.17,636304.92,12154.28,1045918.81,551758.29,494160.52,0,conventional,2016,Southeast
4/3/16,1.49,54364.05,19782.19,10472.82,395.68,23713.36,21956.66,1756.7,0,organic,2016,Southeast
4/3/16,0.79,6645738.99,2376641.3,1623272.79,159784.5,2486040.4,1644831.5,840392.37,816.53,conventional,2016,West
4/3/16,1.27,226558.02,35134.68,77837.8,115.48,113470.06,44860.97,68609.09,0,organic,2016,West
4/10/16,0.94,6509000.56,2248561.59,1958358.83,358015.82,1944064.32,1740557.05,183825.53,19681.74,conventional,2016,California
4/10/16,1.4,193519.09,16938.01,93768.59,0,82812.49,78412.84,4399.65,0,organic,2016,California
4/10/16,1.05,3126127.34,497880.34,1454195.66,299669.72,874381.62,628085.89,225792.03,20503.7,conventional,2016,Great Lakes
4/10/16,1.36,119113.13,3179.07,78515.93,4.67,37413.46,18514.62,18898.84,0,organic,2016,Great Lakes
4/10/16,1.05,2836884.82,589785.48,1349757.59,79794.87,817546.88,703737.29,112614.44,1195.15,conventional,2016,Midsouth
4/10/16,1.18,143035.65,3698.97,67804.99,2131.31,69400.38,45422.41,23977.97,0,organic,2016,Midsouth
4/10/16,1.09,3756625.12,113797.04,2340135.2,164663.65,1138029.23,1070178.97,64699.95,3150.31,conventional,2016,Northeast
4/10/16,1.88,114275.61,4209.39,19961.97,2037.2,88067.05,70435.19,17631.86,0,organic,2016,Northeast
4/10/16,1,1872378.56,886184,507777.03,19359.4,459058.13,402410.37,45353.77,11293.99,conventional,2016,Plains
4/10/16,1.36,57602.01,4047.05,22065.88,7333.68,24155.4,7182.87,16972.53,0,organic,2016,Plains
4/10/16,0.73,6414263.17,3665847.47,870524,556972.27,1320919.43,1124849.63,183288.76,12781.04,conventional,2016,South Central
4/10/16,1.21,91639,29757.15,7403.82,8.52,54469.51,41421.13,13048.38,0,organic,2016,South Central
4/10/16,0.86,4792907.32,2127098.72,1116066.82,10186.67,1539555.11,519721.11,1017680.35,2153.65,conventional,2016,Southeast
4/10/16,1.44,54667.44,16629.6,11242.96,507.98,26286.9,25822.92,463.98,0,organic,2016,Southeast
4/10/16,0.79,7275842.54,2750665.83,1941317.22,177612.73,2406246.76,1619230.76,780038.56,6977.44,conventional,2016,West
4/10/16,0.99,405751.04,30288.09,99517.71,131.37,275813.87,81246.82,194567.05,0,organic,2016,West
4/17/16,0.93,6397813.48,2370403.05,1875909.98,382295.13,1769205.32,1659337.91,88790.8,21076.61,conventional,2016,California
4/17/16,1.39,187358.5,17320,84073.76,6.08,85958.66,85340.06,618.6,0,organic,2016,California
4/17/16,0.98,4154218.26,441314.08,2322236.11,508030.41,882637.66,603191.07,210717.86,68728.73,conventional,2016,Great Lakes
4/17/16,1.33,122388.94,2776.24,73943.65,12.53,45656.52,18674.26,26982.26,0,organic,2016,Great Lakes
4/17/16,1.06,3029003.02,544932.88,1613809.61,97349.53,772911,692332.57,75800.03,4778.4,conventional,2016,Midsouth
4/17/16,1.22,126949.67,5761.44,64793.81,2005.02,54389.4,28323.2,26066.2,0,organic,2016,Midsouth
4/17/16,1.12,3849051.4,105339.58,2415296.29,102786.85,1225628.68,1115346.23,108151.38,2131.07,conventional,2016,Northeast
4/17/16,1.84,119446.75,6852.49,28274.04,2138.19,82182.03,68444.04,13737.99,0,organic,2016,Northeast
4/17/16,0.95,2114990.64,852518.35,756238.99,10596.68,495636.62,433889.83,52871.73,8875.06,conventional,2016,Plains
4/17/16,1.57,42572.64,4095.59,21297.04,3141.27,14038.74,7726.44,6312.3,0,organic,2016,Plains
4/17/16,0.71,6657073.54,3651444.14,1058769.74,617895.6,1328964.06,1124257.15,195845.36,8861.55,conventional,2016,South Central
4/17/16,1.15,118580.72,29955.06,15129.88,17.07,73478.71,56962.55,16516.16,0,organic,2016,South Central
4/17/16,1.01,3673260.93,1705009.13,779184.92,8860.76,1180206.12,556254.94,622049.37,1901.81,conventional,2016,Southeast
4/17/16,1.48,54241.93,16280.57,11390.63,403.64,26167.09,22303,3864.09,0,organic,2016,Southeast
4/17/16,0.77,7592473.98,2283526.35,2074920.94,168334.55,3065692.14,1944100.53,1112775.44,8816.17,conventional,2016,West
4/17/16,1.31,250678.16,32114.27,89178.52,155.12,129230.25,64711.23,64519.02,0,organic,2016,West
4/24/16,0.84,6933382.4,2507347.38,2355998.94,325242.94,1744793.14,1467255.26,257014.51,20523.37,conventional,2016,California
4/24/16,1.39,208434.9,18891.23,100137.58,3.04,89403.05,89320.2,82.85,0,organic,2016,California
4/24/16,0.96,3735389.44,624804.28,1787143.44,323412.26,1000029.46,759838.81,217342.89,22847.76,conventional,2016,Great Lakes
4/24/16,1.28,150140.95,4611.56,87073.08,44.08,58412.23,19471.08,38941.15,0,organic,2016,Great Lakes
4/24/16,1.04,3332609.87,665027.77,1711268.77,90675.6,865637.73,760964.53,101987.63,2685.57,conventional,2016,Midsouth
4/24/16,1.5,104046.63,3821.26,49622.46,2134.91,48468,36585.43,11882.57,0,organic,2016,Midsouth
4/24/16,1.13,4815249.22,125736.57,3366389.1,142677.6,1180445.95,1087631.09,90193.01,2621.85,conventional,2016,Northeast
4/24/16,1.9,151219.06,7150.7,24966.54,2442.94,116658.88,103152.4,13506.48,0,organic,2016,Northeast
4/24/16,0.95,2088524.46,887508.56,650864.38,11773.39,538378.13,474085.79,56591.26,7701.08,conventional,2016,Plains
4/24/16,1.29,61993.61,4954.72,21249.79,3329.15,32459.95,16741.92,15718.03,0,organic,2016,Plains
4/24/16,0.7,6893900.54,3348754.08,1465437.6,564146.38,1515562.48,1161263.73,346494.76,7803.99,conventional,2016,South Central
4/24/16,1.11,110395.86,27167.11,16727.91,39.84,66461,46304.57,20156.43,0,organic,2016,South Central
4/24/16,0.84,5062464.54,2132612.43,1298672.9,10941.97,1620237.24,542495.57,1072748,4993.67,conventional,2016,Southeast
4/24/16,1.47,60780.65,14874.14,11223.24,354.59,34328.68,30773.57,3555.11,0,organic,2016,Southeast
4/24/16,0.78,6746174.8,2621906.13,1746409.68,130993.85,2246865.14,1582301.04,658730.78,5833.32,conventional,2016,West
4/24/16,1.01,628445.85,143958.38,213511.34,339.25,270636.88,213637.25,56999.63,0,organic,2016,West
5/1/16,0.75,7661483.37,2817406.2,2628579.48,291448.73,1924048.96,1421239.87,485685.06,17124.03,conventional,2016,California
5/1/16,1.24,225346.56,16747.64,132440.93,0,76157.99,76042.95,115.04,0,organic,2016,California
5/1/16,0.94,3801508.26,573869.79,1927106.29,320732.21,979799.97,746942.08,208595.67,24262.22,conventional,2016,Great Lakes
5/1/16,1.4,121983.64,2819.59,74390.65,22.17,44751.23,17013.33,27737.9,0,organic,2016,Great Lakes
5/1/16,0.99,3536333.98,708526.79,1861915.25,89464.87,876427.07,742694.07,131751.36,1981.64,conventional,2016,Midsouth
5/1/16,1.55,97128.22,3562.55,47499.55,2559.25,43506.87,33707.03,9799.84,0,organic,2016,Midsouth
5/1/16,1.12,5247266.74,123023.38,3800242.35,144510.42,1179490.59,1064779.68,114354.17,356.74,conventional,2016,Northeast
5/1/16,1.94,151476.61,8435.32,33077.84,2206.77,107756.68,95608.27,12148.41,0,organic,2016,Northeast
5/1/16,0.97,2093998.59,925373.29,636658.22,27641.97,504325.11,471542.33,32052.7,730.08,conventional,2016,Plains
5/1/16,1.59,42077.45,4211.65,22094.2,1260.73,14510.87,8629.29,5881.58,0,organic,2016,Plains
5/1/16,0.71,6953488.71,3400699.04,1559296.24,398632.2,1594861.23,1215673.04,368204.58,10983.61,conventional,2016,South Central
5/1/16,1.13,113305.24,26730.12,12090.39,6307.41,68177.32,57465.21,10712.11,0,organic,2016,South Central
5/1/16,0.75,6415228.14,2875232.76,1472240,10664.75,2057090.63,738082.97,1318520.16,487.5,conventional,2016,Southeast
5/1/16,1.44,57064.62,13485.35,11528.17,382.13,31668.97,24950.21,6718.76,0,organic,2016,Southeast
5/1/16,0.79,7158300.84,2324813.13,2013820.54,131269.35,2688397.82,1975170.33,706418.43,6809.06,conventional,2016,West
5/1/16,1.01,509484.65,163000.7,151262.14,9538.16,185683.65,55292.78,130390.87,0,organic,2016,West
5/8/16,0.79,7808461.74,2716222.01,2615648.28,336387.9,2140203.55,1606311.87,508755.56,25136.12,conventional,2016,California
5/8/16,1.25,256669.13,19169.71,147864.84,0,89634.58,89474.61,159.97,0,organic,2016,California
5/8/16,0.94,4460481.53,610996.39,2239470.6,471428.29,1138586.25,768004.44,312684.34,57897.47,conventional,2016,Great Lakes
5/8/16,1.39,123789.24,2728.52,79832.73,39.76,41188.23,17603.76,23584.47,0,organic,2016,Great Lakes
5/8/16,0.95,3850645.65,711397.32,2144351.44,94749.11,900147.78,768301.04,126429.41,5417.33,conventional,2016,Midsouth
5/8/16,1.39,103093.15,4623.07,50399.91,2604.83,45465.34,25178.32,20287.02,0,organic,2016,Midsouth
5/8/16,0.87,6899727.12,135137.08,5246830.25,211975.68,1305784.11,1213743.41,91515.7,525,conventional,2016,Northeast
5/8/16,1.78,123022.55,5189.53,23717.51,2043.91,92071.6,76581.12,15490.48,0,organic,2016,Northeast
5/8/16,0.86,2664926.82,1198630.18,861839.11,18180.72,586276.81,500461.05,74091.16,11724.6,conventional,2016,Plains
5/8/16,1.58,54825.59,5399.74,23826.5,11269.89,14329.46,8338.82,5990.64,0,organic,2016,Plains
5/8/16,0.72,7281887.35,3666928.36,1367080.84,697833.12,1550045.03,1225103.02,315129.42,9812.59,conventional,2016,South Central
5/8/16,1.07,133142.97,30976.28,8774.75,4649.03,88742.91,59018.15,29724.76,0,organic,2016,South Central
5/8/16,0.86,4651540.06,2196754.82,933112.56,10776.46,1510896.22,712577.48,795541.26,2777.48,conventional,2016,Southeast
5/8/16,1.53,52129.42,14799.32,10278.09,401.59,26650.42,22526.26,4124.16,0,organic,2016,Southeast
5/8/16,0.75,8706859.44,2987238.83,2488058.52,152314.08,3079248.01,1953254.58,1118633.94,7359.49,conventional,2016,West
5/8/16,1.08,291268.76,49339.11,99082.98,5756.76,137089.91,20696.46,116393.45,0,organic,2016,West
5/15/16,0.97,6068872.71,2247484.21,1968268.95,353196.44,1499923.11,1325206.1,155366.22,19350.79,conventional,2016,California
5/15/16,1.5,202641.92,26935.79,102253.41,0,73452.72,73429.11,23.61,0,organic,2016,California
5/15/16,0.91,4324700.33,541979.64,2165410.51,491344.53,1125965.65,774859.17,273929.8,77176.68,conventional,2016,Great Lakes
5/15/16,1.42,119264.62,2617.15,73990.73,54.29,42602.45,18199.73,24402.72,0,organic,2016,Great Lakes
5/15/16,1.04,3205037.79,592139.41,1687342.39,89570.91,835985.08,708347.56,121070.09,6567.43,conventional,2016,Midsouth
5/15/16,1.48,96681.58,3216.13,48296.01,2055.04,43114.4,28449.43,14664.97,0,organic,2016,Midsouth
5/15/16,1.13,4999100.74,100735.1,3556589.53,172917.61,1168858.5,1062590.88,103624.27,2643.35,conventional,2016,Northeast
5/15/16,1.79,112278.17,5714.39,26314.99,2397.2,77851.59,67997.52,9854.07,0,organic,2016,Northeast
5/15/16,0.95,2100440.16,873323.33,621229.14,22169.92,583717.77,532964.89,44849.54,5903.34,conventional,2016,Plains
5/15/16,1.65,47778.34,5526.42,23572.79,2753.86,15925.27,9033.29,6891.98,0,organic,2016,Plains
5/15/16,0.73,6728120.77,3283251.25,1441163.07,459077.76,1544628.69,1146035.44,389114.15,9479.1,conventional,2016,South Central
5/15/16,1.11,128078.72,32418.44,15000.26,249.18,80410.84,59811.01,20599.83,0,organic,2016,South Central
5/15/16,0.82,5002102.24,2115292.19,1218469.25,10065.75,1658275.05,610050.97,1029088.05,19136.03,conventional,2016,Southeast
5/15/16,1.44,63876.47,14100.94,10954.62,341.16,38479.75,32194.5,6285.25,0,organic,2016,Southeast
5/15/16,0.77,7486622.03,2693393.35,1778717.19,155509.69,2859001.8,1826973.6,1026237.94,5790.26,conventional,2016,West
5/15/16,1.39,252652.39,55508.03,137201.71,269.8,59672.85,20447.22,39225.63,0,organic,2016,West
5/22/16,0.9,6501981.08,2238875.14,2178820.82,329737.94,1754547.18,1594507.01,129666.02,30374.15,conventional,2016,California
5/22/16,1.37,211081.29,22352.56,102703.17,4.59,86020.97,86006.72,14.25,0,organic,2016,California
5/22/16,1,3705262.31,565308.46,1785951.31,285242.59,1068759.95,777740.27,252029.83,38989.85,conventional,2016,Great Lakes
5/22/16,1.26,141771.45,3108.88,90216.06,62.5,48384.01,14127.21,34256.8,0,organic,2016,Great Lakes
5/22/16,1.08,3154318.39,658991.13,1530509.31,95835.45,868982.5,772949.59,78541.95,17490.96,conventional,2016,Midsouth
5/22/16,1.37,109558.94,3602.18,44760.46,1981.25,59215.05,35153.47,24061.58,0,organic,2016,Midsouth
5/22/16,1.14,4609250.24,104014.01,3018204.18,219221.82,1267810.23,1193559.27,60109.83,14141.13,conventional,2016,Northeast
5/22/16,1.81,134280.15,7554.76,34676.98,2269.99,89778.42,80740.1,9038.32,0,organic,2016,Northeast
5/22/16,0.94,2248726.67,1062580.2,619172.75,10708.07,556265.65,502964.37,43241.43,10059.85,conventional,2016,Plains
5/22/16,1.63,53325.35,7055.8,25456.08,10288.36,10525.11,6942.43,3582.68,0,organic,2016,Plains
5/22/16,0.72,6680323.25,3128527.61,1539488.77,537748.12,1474558.75,1071647.44,348148.3,54763.01,conventional,2016,South Central
5/22/16,1.05,130641.29,37426.79,9630.79,231.79,83351.92,66161,17190.92,0,organic,2016,South Central
5/22/16,1.05,3416062.07,1634620.91,666118.47,11952.59,1103370.1,536816.84,512209.9,54343.36,conventional,2016,Southeast
5/22/16,1.44,63165.58,15850.58,10455.82,422.78,36436.4,29566.47,6869.93,0,organic,2016,Southeast
5/22/16,0.83,6642111.52,2319082.35,1642958.82,150382.82,2529687.53,1385581.32,1139276.54,4829.67,conventional,2016,West
5/22/16,1.27,321890.92,69931.66,137437.19,546.57,113975.5,52117.86,61857.64,0,organic,2016,West
5/29/16,0.98,6700986.44,2522305.33,2097509.45,341992.36,1739179.3,1546212.08,160781.09,32186.13,conventional,2016,California
5/29/16,1.49,203163.62,22713.1,99956.65,0,80493.87,79986.78,507.09,0,organic,2016,California
5/29/16,1.05,3925300.14,583307.07,1952011.72,280608.56,1109372.79,868963.09,210973.46,29436.24,conventional,2016,Great Lakes
5/29/16,1.24,161868.25,3502.16,119123.75,163.81,39078.53,15448.47,23630.06,0,organic,2016,Great Lakes
5/29/16,1.09,3349139.43,708286.6,1603134.92,199248.47,838469.44,736868.61,87305.62,14295.21,conventional,2016,Midsouth
5/29/16,1.46,110144.07,3480.08,49135.01,2383.67,55145.31,34549.61,20595.7,0,organic,2016,Midsouth
5/29/16,1.14,5141314.86,141464.88,3554079.38,213854.78,1231915.82,1104419.55,117666.65,9829.62,conventional,2016,Northeast
5/29/16,1.87,111097.01,6196.59,27663.4,2315.53,74921.49,61555.62,13365.87,0,organic,2016,Northeast
5/29/16,0.9,2265037.77,1223080.58,495021.66,12125.66,534809.87,502399.51,22583.69,9826.67,conventional,2016,Plains
5/29/16,1.76,40907.26,4923.5,24223.73,1387.7,10372.33,7022.27,3350.06,0,organic,2016,Plains
5/29/16,0.8,6239677.27,3270603.2,1322066.02,347794.01,1299214.04,1034533.11,229576.24,35104.69,conventional,2016,South Central
5/29/16,1.07,144179.65,43253.38,13727.01,4019.29,83179.97,65946.52,17233.45,0,organic,2016,South Central
5/29/16,0.92,4829487.03,2562669.53,971082.67,23769.9,1271964.93,531132.05,696042.61,44790.27,conventional,2016,Southeast
5/29/16,1.41,64136.98,16063.33,11346,407.65,36320,32373.57,3946.43,0,organic,2016,Southeast
5/29/16,0.79,7568132.39,2670894.03,1834685.24,164102.2,2898450.92,1761129.51,1132669.37,4652.04,conventional,2016,West
5/29/16,1.37,249655.68,37317.27,123135.77,3020.45,86182.19,52709.61,33472.58,0,organic,2016,West
6/5/16,0.94,7365675.31,2921963.17,2131717.34,373358.37,1938636.43,1739147.58,171241.77,28247.08,conventional,2016,California
6/5/16,1.55,182778.37,26377.62,88667.93,7.66,67725.16,67138.56,586.6,0,organic,2016,California
6/5/16,1.01,4188245.99,467971.13,2147776.06,487106.11,1085392.69,776263.67,220019.19,89109.83,conventional,2016,Great Lakes
6/5/16,1.13,170250.47,3717.47,93039.69,171.41,73321.9,18436.27,54885.63,0,organic,2016,Great Lakes
6/5/16,1.14,3223814.39,673473.95,1510540.87,214241.6,825557.97,724592.03,78843.66,22122.28,conventional,2016,Midsouth
6/5/16,1.37,121790.25,2930.32,48335.37,2415.53,68109.03,38824.18,29284.85,0,organic,2016,Midsouth
6/5/16,1.35,4570515.87,154509.15,2911585.02,156593.71,1347827.99,1235470.33,92633.24,19724.42,conventional,2016,Northeast
6/5/16,1.79,102940.66,3880.45,22467.68,330.84,76261.69,64789.53,11472.16,0,organic,2016,Northeast
6/5/16,0.93,2330438.23,1242318.2,518978.73,10390.99,558750.31,505801.45,28530.38,24418.48,conventional,2016,Plains
6/5/16,1.68,54947.33,5202.16,26660.75,3345.5,19738.92,14844.01,4894.91,0,organic,2016,Plains
6/5/16,0.83,6351400.69,3351332.61,1281791.5,355042.24,1363234.34,976198.08,325421.53,61614.73,conventional,2016,South Central
6/5/16,1.1,117920.36,36488.57,7670.66,417.29,73343.84,59332.91,14010.93,0,organic,2016,South Central
6/5/16,0.91,4563745.14,2504517.37,823705.23,26309.45,1209213.09,563930.87,574578.06,70704.16,conventional,2016,Southeast
6/5/16,1.31,66438.8,15346.73,12348.32,498.96,38244.79,29937.29,8307.5,0,organic,2016,Southeast
6/5/16,0.82,7637424.02,2492773.58,2070556.97,147905.62,2926187.85,1971340.38,949755.22,5092.25,conventional,2016,West
6/5/16,1.58,195651.71,58162.59,111261.31,629.91,25597.9,17579.09,8018.81,0,organic,2016,West
6/12/16,1.01,6506234.86,2597934.17,1869930.06,328653.8,1709716.83,1571460.04,110755.4,27501.39,conventional,2016,California
6/12/16,1.5,192533.95,24728.3,101839.43,3.07,65963.15,65924,39.15,0,organic,2016,California
6/12/16,1.15,3443333.94,593779.04,1519607.27,285261.84,1044685.79,858070.55,135926.11,50689.13,conventional,2016,Great Lakes
6/12/16,1.34,152083.91,4237.01,93651.84,123.81,54071.25,17489.33,36581.92,0,organic,2016,Great Lakes
6/12/16,1.15,3122351.17,677443.53,1422914,229464.95,792528.69,711257.87,50027.88,31242.94,conventional,2016,Midsouth
6/12/16,1.46,112023.04,3277.1,51346.96,2683.28,54715.7,31064.03,23651.67,0,organic,2016,Midsouth
6/12/16,1.34,4599028.54,201927.9,2903948.28,135414.25,1357738.11,1246079.71,80946.35,30712.05,conventional,2016,Northeast
6/12/16,1.71,93841.12,6582.57,25151.17,1518,60589.38,48533.11,12056.27,0,organic,2016,Northeast
6/12/16,1.04,2104834.28,892690.24,628986.82,11290.7,571866.52,518050.97,28877.41,24938.14,conventional,2016,Plains
6/12/16,1.63,51075.07,5529.79,22175.76,2574.67,20794.85,16998.34,3796.51,0,organic,2016,Plains
6/12/16,0.85,6195284.67,3356663.69,1079764.01,423778.7,1335078.27,964900.17,307836.87,62341.23,conventional,2016,South Central
6/12/16,1.11,120789.79,40677.24,7936.51,359.3,71816.74,63793.15,8023.59,0,organic,2016,South Central
6/12/16,1.07,3393712.37,1757284.4,592433.27,30505.16,1013489.54,641109.21,295047.83,77332.5,conventional,2016,Southeast
6/12/16,1.31,69103.23,17831.12,14124.16,609.14,36538.81,24093.3,12445.51,0,organic,2016,Southeast
6/12/16,0.92,6216040.13,2213963.72,1516386.11,162974.69,2322715.61,1528937.12,787095.9,6682.59,conventional,2016,West
6/12/16,1.6,183825.41,73423.24,87335.68,755.62,22310.87,11351.58,10959.29,0,organic,2016,West
6/19/16,1.06,6528056.18,2409003,2045112.18,319711.53,1754229.47,1622056.72,101882.82,30289.93,conventional,2016,California
6/19/16,1.57,196942.94,23134.77,102745.34,35.56,71027.27,70936.33,90.94,0,organic,2016,California
6/19/16,1.1,3955098.89,608467.47,1766243.34,431784.45,1148603.63,804836.17,242409.56,101357.9,conventional,2016,Great Lakes
6/19/16,1.23,160564.92,4587.03,89031.53,140.23,66806.13,17993.87,48812.26,0,organic,2016,Great Lakes
6/19/16,1.16,3304967.62,674982.83,1530425.54,230513.77,869045.48,750464.94,81187.92,37392.62,conventional,2016,Midsouth
6/19/16,1.36,112443.19,3446.9,49675.69,2822.9,56497.7,26422.55,30075.15,0,organic,2016,Midsouth
6/19/16,1.4,4506892.62,184730.86,2920243.12,132512.61,1269406.03,1164066.13,74863.78,30476.12,conventional,2016,Northeast
6/19/16,1.9,116678.91,4676.97,25454.23,332.09,86215.62,75420.09,10795.53,0,organic,2016,Northeast
6/19/16,0.87,2559002.86,1093072.84,925765.95,11009.71,529154.36,475718.48,41103.42,12332.46,conventional,2016,Plains
6/19/16,1.63,57957.05,6103.01,24050.77,7860.59,19942.68,14701.78,5240.9,0,organic,2016,Plains
6/19/16,0.89,6005535.29,3271758.23,1118582.85,346244.07,1268950.14,1062854.49,167590.92,38504.73,conventional,2016,South Central
6/19/16,1.14,113554.54,39133.12,7833.94,0,66587.48,56430.45,10157.03,0,organic,2016,South Central
6/19/16,0.94,4665536.74,2441553.39,936051.48,30691.31,1257240.56,699685.23,498428.66,59126.67,conventional,2016,Southeast
6/19/16,1.22,68218.09,15584.56,13257.71,654.68,38721.14,23160.93,15560.21,0,organic,2016,Southeast
6/19/16,0.86,6964845.92,2805282.99,1600273.86,140268.18,2419020.89,1643598.7,767883.69,7538.5,conventional,2016,West
6/19/16,1.49,244706.99,70317.09,133145.27,206.8,41037.83,17327.6,23710.23,0,organic,2016,West
6/26/16,1.03,6407277.49,2333532.13,1967324.63,328206.37,1778214.36,1641400.92,107903.9,28909.54,conventional,2016,California
6/26/16,1.51,204392.39,34450.42,103277.2,18.59,66646.18,66565.39,80.79,0,organic,2016,California
6/26/16,1.13,3643417.33,609218.12,1609911.48,376048.28,1048239.45,778315.95,180042.48,89881.02,conventional,2016,Great Lakes
6/26/16,1.34,129807.8,3994.35,71081.68,24.15,54707.62,20982.99,33724.63,0,organic,2016,Great Lakes
6/26/16,1.17,3095673.83,590854.99,1468309.1,204710.19,831799.55,740396.18,58981.95,32421.42,conventional,2016,Midsouth
6/26/16,1.51,106015.19,4531.56,46700.52,3113.92,51669.19,29798.55,21870.64,0,organic,2016,Midsouth
6/26/16,1.28,4840949.87,190136.57,3188127.73,118844.6,1343840.97,1233605.4,78613.54,31622.03,conventional,2016,Northeast
6/26/16,1.91,115923.75,5040.13,25774.91,533.88,84574.83,74389.86,10184.97,0,organic,2016,Northeast
6/26/16,1.03,2101835.6,1040820.26,490842.47,9370.21,560802.66,510422.91,25086.66,25293.09,conventional,2016,Plains
6/26/16,1.63,52284.1,5251.61,22040.06,1998.21,22994.22,16106.91,6887.31,0,organic,2016,Plains
6/26/16,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,South Central
6/26/16,1.17,114148.17,40284.96,7267.68,0,66595.53,61928.4,4667.13,0,organic,2016,South Central
6/26/16,1.09,3619364.21,1630877.04,777463.11,26639.39,1184384.67,850211.6,280635.29,53537.78,conventional,2016,Southeast
6/26/16,1.31,71367.79,20353.71,13495.03,848.58,36670.47,22878.16,13792.31,0,organic,2016,Southeast
6/26/16,0.87,6862241.03,2645564.44,1532440.38,135483.56,2548752.65,1853714.65,687801.75,7236.25,conventional,2016,West
6/26/16,1.56,213439.57,57147.64,101491.99,226.13,54573.81,17817.37,36756.44,0,organic,2016,West
7/3/16,1.1,7087455.16,2409025.69,2439611.73,356022.1,1882795.64,1722082.22,119871.18,40842.24,conventional,2016,California
7/3/16,1.58,209495.6,24660.35,110483.19,21.71,74330.35,72414.48,1915.87,0,organic,2016,California
7/3/16,1.13,4020724.58,574425.88,1781703.48,367119.34,1297475.88,930189.98,261535.63,105750.27,conventional,2016,Great Lakes
7/3/16,1.22,110335.56,3912.39,57062.77,3.22,49357.18,17772.03,31585.15,0,organic,2016,Great Lakes
7/3/16,1.15,3393696.45,653109.17,1523684.65,213314.73,1003587.9,827533.73,98647.47,77406.7,conventional,2016,Midsouth
7/3/16,1.52,106192.85,3151.7,49420.99,3476.87,50143.29,27090.98,23052.31,0,organic,2016,Midsouth
7/3/16,1.41,4486744.99,210728.65,2669362.44,123210.02,1483443.88,1330833.02,82816.01,69794.85,conventional,2016,Northeast
7/3/16,1.86,152428.41,6218.3,33938.57,1960.35,110311.19,98420.14,11891.05,0,organic,2016,Northeast
7/3/16,1.05,2259572.01,684349.38,761167.83,10691.9,803362.9,717323.25,34035.78,52003.87,conventional,2016,Plains
7/3/16,1.63,50608.69,3410.77,21334.93,5331.39,20531.6,11798.14,8733.46,0,organic,2016,Plains
7/3/16,0.91,6494533.3,3114586.75,1226469.49,522836.75,1630640.31,1398829.45,124715.63,107095.23,conventional,2016,South Central
7/3/16,1.13,111340.2,45145.4,8701.71,0,57493.09,55392.77,2100.32,0,organic,2016,South Central
7/3/16,0.91,5432816.58,2549452.95,1175338.87,30343.48,1677681.28,1031656.46,559976.48,86048.34,conventional,2016,Southeast
7/3/16,1.16,87258.97,15707.89,15614.27,956.86,54979.95,38190.18,16789.77,0,organic,2016,Southeast
7/3/16,0.97,6817643.13,2313258.79,1738562.93,137804.75,2628016.66,2009090.39,606174.1,12752.17,conventional,2016,West
7/3/16,1.47,245935.09,57696.2,84970.72,146.71,103121.46,29715.52,73405.94,0,organic,2016,West
7/10/16,1.08,6721690.88,2399360.67,2117397.07,292540.95,1912392.19,1771309.82,107540.46,33541.91,conventional,2016,California
7/10/16,1.51,213417.87,30506.94,89764.31,10.85,93135.77,92965.62,170.15,0,organic,2016,California
7/10/16,1.24,3327062.2,478536.66,1500516.86,328564.87,1019443.81,686496.96,228290.63,104656.22,conventional,2016,Great Lakes
7/10/16,1.16,130838.45,4126.55,56807.6,4.8,69899.5,15124.86,54774.64,0,organic,2016,Great Lakes
7/10/16,1.19,3221650.74,607742.57,1498358.41,198307.05,917242.71,753805.95,84303.2,79133.56,conventional,2016,Midsouth
7/10/16,1.6,105955.43,3422.52,52485.19,3438.89,46608.83,28960.77,17648.06,0,organic,2016,Midsouth
7/10/16,1.33,4487625.78,316659.6,2589205.84,99899.13,1481861.21,1316229.18,107324.46,58307.57,conventional,2016,Northeast
7/10/16,1.99,131639.67,7293.52,31729.48,2223.61,90393.06,83325.05,7068.01,0,organic,2016,Northeast
7/10/16,1.09,2028847.18,691422.45,634634.29,16160.39,686630.05,614584.95,22163.03,49882.07,conventional,2016,Plains
7/10/16,1.7,48278.48,3311.13,21765.75,5489.97,17711.63,9276.63,8435,0,organic,2016,Plains
7/10/16,0.91,5646460.01,3069816.49,1012709.72,189691.87,1374241.93,1233354.94,92635.95,48251.04,conventional,2016,South Central
7/10/16,1.18,106469.22,40521.68,7584.26,0,58363.28,54171.61,4191.67,0,organic,2016,South Central
