,year,unitid,institution_name,city_txt,state_cd,zip_text,classification_code,classification_name,ef_male_count,ef_female_count,ef_total_count,sector_cd,sector_name,sportscode,sum_partic_men,sum_partic_women,rev_men,rev_women,total_rev_menwomen,exp_men,exp_women,total_exp_menwomen,sports
36622,2017,122436,University of San Diego,San Diego,CA,92110,2,NCAA Division I-FCS,2509,3030,5539,2,"Private nonprofit, 4-year or above",7,95,0,1654049,NA,1654049,1654049,NA,1654049,Football
54254,2018,122436,University of San Diego,San Diego,CA,92110,2,NCAA Division I-FCS,2514,3091,5605,2,"Private nonprofit, 4-year or above",7,95,0,1532784,NA,1532784,1532784,NA,1532784,Football
77003,2019,122436,University of San Diego,San Diego,CA,92110,2,NCAA Division I-FCS,2517,3174,5691,2,"Private nonprofit, 4-year or above",7,93,0,1554246,NA,1554246,1554246,NA,1554246,Football
14257,2015,219383,University of Sioux Falls,Sioux Falls,SD,571051699,4,NCAA Division II with football,402,603,1005,2,"Private nonprofit, 4-year or above",7,112,0,1834615,NA,1834615,1834615,NA,1834615,Football
31718,2016,219383,University of Sioux Falls,Sioux Falls,SD,57105,4,NCAA Division II with football,400,631,1031,2,"Private nonprofit, 4-year or above",7,107,0,1789546,NA,1789546,1789546,NA,1789546,Football
49232,2017,219383,University of Sioux Falls,Sioux Falls,SD,57105,4,NCAA Division II with football,375,658,1033,2,"Private nonprofit, 4-year or above",7,112,0,1827624,NA,1827624,1817645,NA,1817645,Football
66998,2018,219383,University of Sioux Falls,Sioux Falls,SD,57105,4,NCAA Division II with football,420,717,1137,2,"Private nonprofit, 4-year or above",7,107,0,1586196,NA,1586196,1580141,NA,1580141,Football
119797,2019,219383,University of Sioux Falls,Sioux Falls,SD,57105,4,NCAA Division II with football,436,770,1206,2,"Private nonprofit, 4-year or above",7,110,0,1713329,NA,1713329,1713329,NA,1713329,Football
249,2015,102094,University of South Alabama,Mobile,AL,366880002,1,NCAA Division I-FBS,4151,5222,9373,1,"Public, 4-year or above",7,121,0,9066874,NA,9066874,9351047,NA,9351047,Football
17597,2016,102094,University of South Alabama,Mobile,AL,36688,1,NCAA Division I-FBS,4446,5150,9596,1,"Public, 4-year or above",7,126,0,9022485,NA,9022485,9312511,NA,9312511,Football
35009,2017,102094,University of South Alabama,Mobile,AL,36688,1,NCAA Division I-FBS,3989,5087,9076,1,"Public, 4-year or above",7,116,0,10637547,NA,10637547,10920153,NA,10920153,Football
52634,2018,102094,University of South Alabama,Mobile,AL,36688,1,NCAA Division I-FBS,3516,5101,8617,1,"Public, 4-year or above",7,117,0,9783711,NA,9783711,10130130,NA,10130130,Football
71395,2019,102094,University of South Alabama,Mobile,AL,36688,1,NCAA Division I-FBS,3199,4858,8057,1,"Public, 4-year or above",7,117,0,8761787,NA,8761787,8979034,NA,8979034,Football
14102,2015,218663,University of South Carolina-Columbia,Columbia,SC,29208,1,NCAA Division I-FBS,10694,12634,23328,1,"Public, 4-year or above",7,112,0,59629815,NA,59629815,29970031,NA,29970031,Football
31559,2016,218663,University of South Carolina-Columbia,Columbia,SC,29208,1,NCAA Division I-FBS,11018,12929,23947,1,"Public, 4-year or above",7,121,0,60264364,NA,60264364,34794858,NA,34794858,Football
49071,2017,218663,University of South Carolina-Columbia,Columbia,SC,29208,1,NCAA Division I-FBS,11221,13357,24578,1,"Public, 4-year or above",7,116,0,64415927,NA,64415927,33317645,NA,33317645,Football
66832,2018,218663,University of South Carolina-Columbia,Columbia,SC,29208,1,NCAA Division I-FBS,11772,13540,25312,1,"Public, 4-year or above",7,119,0,65004536,NA,65004536,36206781,NA,36206781,Football
119104,2019,218663,University of South Carolina-Columbia,Columbia,SC,29208,1,NCAA Division I-FBS,12029,14090,26119,1,"Public, 4-year or above",7,117,0,69255386,NA,69255386,34170807,NA,34170807,Football
14265,2015,219471,University of South Dakota,Vermillion,SD,570692390,2,NCAA Division I-FCS,1963,2976,4939,1,"Public, 4-year or above",7,103,0,3415555,NA,3415555,3415555,NA,3415555,Football
31727,2016,219471,University of South Dakota,Vermillion,SD,57069,2,NCAA Division I-FCS,1978,2944,4922,1,"Public, 4-year or above",7,111,0,3588676,NA,3588676,3588676,NA,3588676,Football
49241,2017,219471,University of South Dakota,Vermillion,SD,57069,2,NCAA Division I-FCS,1917,2963,4880,1,"Public, 4-year or above",7,112,0,3741200,NA,3741200,3741200,NA,3741200,Football
67009,2018,219471,University of South Dakota,Vermillion,SD,57069,2,NCAA Division I-FCS,1873,3063,4936,1,"Public, 4-year or above",7,110,0,4031135,NA,4031135,4031135,NA,4031135,Football
119869,2019,219471,University of South Dakota,Vermillion,SD,57069,2,NCAA Division I-FCS,1791,3052,4843,1,"Public, 4-year or above",7,112,0,3773516,NA,3773516,3773516,NA,3773516,Football
3034,2015,137351,University of South Florida-Main Campus,Tampa,FL,336209951,1,NCAA Division I-FBS,10587,13137,23724,1,"Public, 4-year or above",7,113,0,9779081,NA,9779081,12871984,NA,12871984,Football
20408,2016,137351,University of South Florida-Main Campus,Tampa,FL,33620,1,NCAA Division I-FBS,10666,12937,23603,1,"Public, 4-year or above",7,118,0,15588752,NA,15588752,12657036,NA,12657036,Football
37860,2017,137351,University of South Florida-Main Campus,Tampa,FL,33620,1,NCAA Division I-FBS,10999,13343,24342,1,"Public, 4-year or above",7,111,0,13336920,NA,13336920,13334071,NA,13334071,Football
55511,2018,137351,University of South Florida-Main Campus,Tampa,FL,33620,1,NCAA Division I-FBS,10900,13602,24502,1,"Public, 4-year or above",7,113,0,16760097,NA,16760097,16760097,NA,16760097,Football
81269,2019,137351,University of South Florida-Main Campus,Tampa,FL,33620,1,NCAA Division I-FBS,11110,14040,25150,1,"Public, 4-year or above",7,109,0,19748130,NA,19748130,19748130,NA,19748130,Football
2058,2015,123961,University of Southern California,Los Angeles,CA,90089,1,NCAA Division I-FBS,8818,9197,18015,2,"Private nonprofit, 4-year or above",7,109,0,51240237,NA,51240237,31186065,NA,31186065,Football
19424,2016,123961,University of Southern California,Los Angeles,CA,90089,1,NCAA Division I-FBS,8687,9383,18070,2,"Private nonprofit, 4-year or above",7,107,0,59837839,NA,59837839,30184975,NA,30184975,Football
36862,2017,123961,University of Southern California,Los Angeles,CA,90089,1,NCAA Division I-FBS,8903,9562,18465,2,"Private nonprofit, 4-year or above",7,110,0,60171935,NA,60171935,32949542,NA,32949542,Football
54498,2018,123961,University of Southern California,Los Angeles,CA,90089,1,NCAA Division I-FBS,9240,9807,19047,2,"Private nonprofit, 4-year or above",7,116,0,50046008,NA,50046008,32124522,NA,32124522,Football
77764,2019,123961,University of Southern California,Los Angeles,CA,90089,1,NCAA Division I-FBS,9333,10116,19449,2,"Private nonprofit, 4-year or above",7,118,0,53380160,NA,53380160,36363652,NA,36363652,Football
8060,2015,176372,University of Southern Mississippi,Hattiesburg,MS,394060001,1,NCAA Division I-FBS,3664,6633,10297,1,"Public, 4-year or above",7,123,0,8642689,NA,8642689,8642689,NA,8642689,Football
25478,2016,176372,University of Southern Mississippi,Hattiesburg,MS,39406,1,NCAA Division I-FBS,3683,6559,10242,1,"Public, 4-year or above",7,111,0,7047869,NA,7047869,7047869,NA,7047869,Football
42976,2017,176372,University of Southern Mississippi,Hattiesburg,MS,39406,1,NCAA Division I-FBS,3766,6618,10384,1,"Public, 4-year or above",7,110,0,6880893,NA,6880893,6880893,NA,6880893,Football
60686,2018,176372,University of Southern Mississippi,Hattiesburg,MS,39406,1,NCAA Division I-FBS,3463,6383,9846,1,"Public, 4-year or above",7,114,0,7068057,NA,7068057,7068057,NA,7068057,Football
98461,2019,176372,University of Southern Mississippi,Hattiesburg,MS,39406,1,NCAA Division I-FBS,3367,6283,9650,1,"Public, 4-year or above",7,114,0,7761592,NA,7761592,7761592,NA,7761592,Football
7812,2015,174914,University of St Thomas,Saint Paul,MN,551051078,6,NCAA Division III with football,3198,2646,5844,2,"Private nonprofit, 4-year or above",7,152,0,1138817,NA,1138817,1138817,NA,1138817,Football
25226,2016,174914,University of St Thomas,Saint Paul,MN,55105,6,NCAA Division III with football,3133,2641,5774,2,"Private nonprofit, 4-year or above",7,156,0,1082704,NA,1082704,1082704,NA,1082704,Football
42727,2017,174914,University of St Thomas,Saint Paul,MN,55105,6,NCAA Division III with football,3181,2757,5938,2,"Private nonprofit, 4-year or above",7,152,0,1166725,NA,1166725,1166725,NA,1166725,Football
60433,2018,174914,University of St Thomas,Saint Paul,MN,55105,6,NCAA Division III with football,3272,2883,6155,2,"Private nonprofit, 4-year or above",7,148,0,1057785,NA,1057785,1057785,NA,1057785,Football
97468,2019,174914,University of St Thomas,Saint Paul,MN,55105,6,NCAA Division III with football,3245,2891,6136,2,"Private nonprofit, 4-year or above",7,144,0,1014665,NA,1014665,1014665,NA,1014665,Football
14842,2015,225627,University of the Incarnate Word,San Antonio,TX,78209,2,NCAA Division I-FCS,1686,2552,4238,2,"Private nonprofit, 4-year or above",7,101,0,4284197,NA,4284197,4243379,NA,4243379,Football
32312,2016,225627,University of the Incarnate Word,San Antonio,TX,78209,2,NCAA Division I-FCS,1772,2716,4488,2,"Private nonprofit, 4-year or above",7,98,0,4358369,NA,4358369,4232607,NA,4232607,Football
49836,2017,225627,University of the Incarnate Word,San Antonio,TX,78209,2,NCAA Division I-FCS,1721,2687,4408,2,"Private nonprofit, 4-year or above",7,111,0,4629497,NA,4629497,4558124,NA,4558124,Football
67611,2018,225627,University of the Incarnate Word,San Antonio,TX,78209,2,NCAA Division I-FCS,1558,2490,4048,2,"Private nonprofit, 4-year or above",7,119,0,4869126,NA,4869126,4818887,NA,4818887,Football
122350,2019,225627,University of the Incarnate Word,San Antonio,TX,78209,2,NCAA Division I-FCS,1546,2483,4029,2,"Private nonprofit, 4-year or above",7,111,0,4943026,NA,4943026,4927680,NA,4927680,Football
11917,2015,206084,University of Toledo,Toledo,OH,436063390,1,NCAA Division I-FBS,6533,6017,12550,1,"Public, 4-year or above",7,125,0,9313584,NA,9313584,9313584,NA,9313584,Football
29357,2016,206084,University of Toledo,Toledo,OH,43606,1,NCAA Division I-FBS,6578,6232,12810,1,"Public, 4-year or above",7,120,0,10046711,NA,10046711,10046711,NA,10046711,Football
46861,2017,206084,University of Toledo,Toledo,OH,43606,1,NCAA Division I-FBS,6595,6326,12921,1,"Public, 4-year or above",7,114,0,10691139,NA,10691139,10691139,NA,10691139,Football
64603,2018,206084,University of Toledo,Toledo,OH,43606,1,NCAA Division I-FBS,6552,6247,12799,1,"Public, 4-year or above",7,116,0,11696094,NA,11696094,11696094,NA,11696094,Football
111830,2019,206084,University of Toledo,Toledo,OH,43606,1,NCAA Division I-FBS,6289,6143,12432,1,"Public, 4-year or above",7,128,0,10355750,NA,10355750,10355750,NA,10355750,Football
12263,2015,207971,University of Tulsa,Tulsa,OK,741043189,1,NCAA Division I-FBS,1938,1405,3343,2,"Private nonprofit, 4-year or above",7,124,0,13090492,NA,13090492,13090492,NA,13090492,Football
29706,2016,207971,University of Tulsa,Tulsa,OK,74104,1,NCAA Division I-FBS,1852,1396,3248,2,"Private nonprofit, 4-year or above",7,116,0,15145884,NA,15145884,15145884,NA,15145884,Football
47202,2017,207971,University of Tulsa,Tulsa,OK,74104,1,NCAA Division I-FBS,1784,1412,3196,2,"Private nonprofit, 4-year or above",7,120,0,13882659,NA,13882659,13882659,NA,13882659,Football
64946,2018,207971,University of Tulsa,Tulsa,OK,74104,1,NCAA Division I-FBS,1732,1414,3146,2,"Private nonprofit, 4-year or above",7,125,0,15231473,NA,15231473,15231473,NA,15231473,Football
113123,2019,207971,University of Tulsa,Tulsa,OK,74104,1,NCAA Division I-FBS,1678,1473,3151,2,"Private nonprofit, 4-year or above",7,132,0,13268287,NA,13268287,13268287,NA,13268287,Football
15431,2015,230764,University of Utah,Salt Lake City,UT,841129008,1,NCAA Division I-FBS,9481,7306,16787,1,"Public, 4-year or above",7,114,0,47685530,NA,47685530,22044668,NA,22044668,Football
32895,2016,230764,University of Utah,Salt Lake City,UT,84112,1,NCAA Division I-FBS,9286,7795,17081,1,"Public, 4-year or above",7,127,0,51559243,NA,51559243,24483890,NA,24483890,Football
50428,2017,230764,University of Utah,Salt Lake City,UT,84112,1,NCAA Division I-FBS,9488,8352,17840,1,"Public, 4-year or above",7,129,0,55835312,NA,55835312,25609244,NA,25609244,Football
68203,2018,230764,University of Utah,Salt Lake City,UT,84112,1,NCAA Division I-FBS,9574,8556,18130,1,"Public, 4-year or above",7,131,0,63181908,NA,63181908,29262589,NA,29262589,Football
124882,2019,230764,University of Utah,Salt Lake City,UT,84112,1,NCAA Division I-FBS,9723,8811,18534,1,"Public, 4-year or above",7,132,0,62643143,NA,62643143,31759405,NA,31759405,Football
15906,2015,234076,University of Virginia-Main Campus,Charlottesville,VA,229032628,1,NCAA Division I-FBS,6880,8338,15218,1,"Public, 4-year or above",7,113,0,27931475,NA,27931475,20333481,NA,20333481,Football
33380,2016,234076,University of Virginia-Main Campus,Charlottesville,VA,22903,1,NCAA Division I-FBS,7065,8355,15420,1,"Public, 4-year or above",7,108,0,21136336,NA,21136336,21136336,NA,21136336,Football
50931,2017,234076,University of Virginia-Main Campus,Charlottesville,VA,22903,1,NCAA Division I-FBS,7211,8486,15697,1,"Public, 4-year or above",7,103,0,32549903,NA,32549903,22552489,NA,22552489,Football
68679,2018,234076,University of Virginia-Main Campus,Charlottesville,VA,22903,1,NCAA Division I-FBS,7240,8665,15905,1,"Public, 4-year or above",7,127,0,33726985,NA,33726985,26280855,NA,26280855,Football
126338,2019,234076,University of Virginia-Main Campus,Charlottesville,VA,22903,1,NCAA Division I-FBS,7320,8854,16174,1,"Public, 4-year or above",7,133,0,43316163,NA,43316163,27576886,NA,27576886,Football
16185,2015,236948,University of Washington-Seattle Campus,Seattle,WA,981954550,1,NCAA Division I-FBS,13432,14895,28327,1,"Public, 4-year or above",7,114,0,69134064,NA,69134064,31811117,NA,31811117,Football
33659,2016,236948,University of Washington-Seattle Campus,Seattle,WA,98195,1,NCAA Division I-FBS,13370,14795,28165,1,"Public, 4-year or above",7,116,0,80230690,NA,80230690,37660773,NA,37660773,Football
51213,2017,236948,University of Washington-Seattle Campus,Seattle,WA,98195,1,NCAA Division I-FBS,13404,15133,28537,1,"Public, 4-year or above",7,113,0,81131079,NA,81131079,38744975,NA,38744975,Football
68960,2018,236948,University of Washington-Seattle Campus,Seattle,WA,98195,1,NCAA Division I-FBS,13552,15703,29255,1,"Public, 4-year or above",7,114,0,84041770,NA,84041770,40474139,NA,40474139,Football
127615,2019,236948,University of Washington-Seattle Campus,Seattle,WA,98195,1,NCAA Division I-FBS,13237,15840,29077,1,"Public, 4-year or above",7,107,0,91704081,NA,91704081,38441025,NA,38441025,Football
167,2015,101587,University of West Alabama,Livingston,AL,35470,4,NCAA Division II with football,789,915,1704,1,"Public, 4-year or above",7,167,0,2035422,NA,2035422,2035422,NA,2035422,Football
17513,2016,101587,University of West Alabama,Livingston,AL,35470,4,NCAA Division II with football,781,941,1722,1,"Public, 4-year or above",7,122,0,1912581,NA,1912581,1912581,NA,1912581,Football
34919,2017,101587,University of West Alabama,Livingston,AL,35470,4,NCAA Division II with football,806,1037,1843,1,"Public, 4-year or above",7,111,0,2299044,NA,2299044,2120181,NA,2120181,Football
52551,2018,101587,University of West Alabama,Livingston,AL,35470,4,NCAA Division II with football,747,1089,1836,1,"Public, 4-year or above",7,111,0,2353036,NA,2353036,2279062,NA,2279062,Football
70901,2019,101587,University of West Alabama,Livingston,AL,35470,4,NCAA Division II with football,722,1161,1883,1,"Public, 4-year or above",7,116,0,2016924,NA,2016924,1979186,NA,1979186,Football
3470,2015,141334,University of West Georgia,Carrollton,GA,301180001,4,NCAA Division II with football,3201,5487,8688,1,"Public, 4-year or above",7,120,0,1855087,NA,1855087,1855087,NA,1855087,Football
20840,2016,141334,University of West Georgia,Carrollton,GA,30118,4,NCAA Division II with football,3265,5693,8958,1,"Public, 4-year or above",7,127,0,1812424,NA,1812424,1812424,NA,1812424,Football
38297,2017,141334,University of West Georgia,Carrollton,GA,30118,4,NCAA Division II with football,3274,5525,8799,1,"Public, 4-year or above",7,115,0,1806669,NA,1806669,1806669,NA,1806669,Football
55950,2018,141334,University of West Georgia,Carrollton,GA,30118,4,NCAA Division II with football,3175,5425,8600,1,"Public, 4-year or above",7,144,0,1751919,NA,1751919,1751919,NA,1751919,Football
82800,2019,141334,University of West Georgia,Carrollton,GA,30118,4,NCAA Division II with football,2926,5086,8012,1,"Public, 4-year or above",7,132,0,1959714,NA,1959714,1959714,NA,1959714,Football
16635,2015,240268,University of Wisconsin-Eau Claire,Eau Claire,WI,547024004,6,NCAA Division III with football,3657,5542,9199,1,"Public, 4-year or above",7,116,0,656579,NA,656579,680298,NA,680298,Football
34110,2016,240268,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,6,NCAA Division III with football,3592,5758,9350,1,"Public, 4-year or above",7,92,0,635088,NA,635088,574684,NA,574684,Football
51662,2017,240268,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,6,NCAA Division III with football,3644,5803,9447,1,"Public, 4-year or above",7,105,0,550378,NA,550378,504859,NA,504859,Football
69411,2018,240268,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,6,NCAA Division III with football,3727,6041,9768,1,"Public, 4-year or above",7,106,0,555555,NA,555555,499985,NA,499985,Football
129192,2019,240268,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,6,NCAA Division III with football,3711,6032,9743,1,"Public, 4-year or above",7,106,0,543206,NA,543206,491704,NA,491704,Football
16659,2015,240329,University of Wisconsin-La Crosse,La Crosse,WI,546019959,6,NCAA Division III with football,3979,5126,9105,1,"Public, 4-year or above",7,106,0,365090,NA,365090,362767,NA,362767,Football
34134,2016,240329,University of Wisconsin-La Crosse,La Crosse,WI,54601,6,NCAA Division III with football,3960,5182,9142,1,"Public, 4-year or above",7,103,0,352187,NA,352187,335797,NA,335797,Football
51686,2017,240329,University of Wisconsin-La Crosse,La Crosse,WI,54601,6,NCAA Division III with football,3918,5134,9052,1,"Public, 4-year or above",7,108,0,340310,NA,340310,308576,NA,308576,Football
69435,2018,240329,University of Wisconsin-La Crosse,La Crosse,WI,54601,6,NCAA Division III with football,3971,5154,9125,1,"Public, 4-year or above",7,116,0,413539,NA,413539,413539,NA,413539,Football
129246,2019,240329,University of Wisconsin-La Crosse,La Crosse,WI,54601,6,NCAA Division III with football,3913,5142,9055,1,"Public, 4-year or above",7,114,0,430902,NA,430902,417881,NA,417881,Football
16724,2015,240444,University of Wisconsin-Madison,Madison,WI,537061380,1,NCAA Division I-FBS,13741,14416,28157,1,"Public, 4-year or above",7,117,0,71220684,NA,71220684,30731315,NA,30731315,Football
34202,2016,240444,University of Wisconsin-Madison,Madison,WI,53706,1,NCAA Division I-FBS,13758,14443,28201,1,"Public, 4-year or above",7,115,0,73548409,NA,73548409,33147287,NA,33147287,Football
51754,2017,240444,University of Wisconsin-Madison,Madison,WI,53706,1,NCAA Division I-FBS,13812,14747,28559,1,"Public, 4-year or above",7,115,0,82423665,NA,82423665,30153256,NA,30153256,Football
69504,2018,240444,University of Wisconsin-Madison,Madison,WI,53706,1,NCAA Division I-FBS,13930,15012,28942,1,"Public, 4-year or above",7,115,0,89944636,NA,89944636,31714090,NA,31714090,Football
129400,2019,240444,University of Wisconsin-Madison,Madison,WI,53706,1,NCAA Division I-FBS,14175,15575,29750,1,"Public, 4-year or above",7,117,0,87408161,NA,87408161,29316118,NA,29316118,Football
16682,2015,240365,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,6,NCAA Division III with football,3655,4957,8612,1,"Public, 4-year or above",7,108,0,483425,NA,483425,483425,NA,483425,Football
34159,2016,240365,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,6,NCAA Division III with football,3447,4817,8264,1,"Public, 4-year or above",7,109,0,645855,NA,645855,645855,NA,645855,Football
51711,2017,240365,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,6,NCAA Division III with football,3201,4717,7918,1,"Public, 4-year or above",7,103,0,651388,NA,651388,517286,NA,517286,Football
69461,2018,240365,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,6,NCAA Division III with football,3727,5289,9016,1,"Public, 4-year or above",7,107,0,625981,NA,625981,625981,NA,625981,Football
129275,2019,240365,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,6,NCAA Division III with football,3439,4999,8438,1,"Public, 4-year or above",7,93,0,737823,NA,737823,737823,NA,737823,Football
16744,2015,240462,University of Wisconsin-Platteville,Platteville,WI,538183001,6,NCAA Division III with football,4664,2405,7069,1,"Public, 4-year or above",7,108,0,542320,NA,542320,489240,NA,489240,Football
34222,2016,240462,University of Wisconsin-Platteville,Platteville,WI,53818,6,NCAA Division III with football,4609,2341,6950,1,"Public, 4-year or above",7,109,0,631812,NA,631812,585768,NA,585768,Football
51774,2017,240462,University of Wisconsin-Platteville,Platteville,WI,53818,6,NCAA Division III with football,4430,2286,6716,1,"Public, 4-year or above",7,106,0,657693,NA,657693,639433,NA,639433,Football
69524,2018,240462,University of Wisconsin-Platteville,Platteville,WI,53818,6,NCAA Division III with football,4553,2378,6931,1,"Public, 4-year or above",7,103,0,846117,NA,846117,798583,NA,798583,Football
129473,2019,240462,University of Wisconsin-Platteville,Platteville,WI,53818,6,NCAA Division III with football,4163,2294,6457,1,"Public, 4-year or above",7,112,0,545835,NA,545835,488902,NA,488902,Football
16752,2015,240471,University of Wisconsin-River Falls,River Falls,WI,540225001,6,NCAA Division III with football,1884,2938,4822,1,"Public, 4-year or above",7,103,0,353833,NA,353833,353780,NA,353780,Football
34230,2016,240471,University of Wisconsin-River Falls,River Falls,WI,54022,6,NCAA Division III with football,1861,2919,4780,1,"Public, 4-year or above",7,105,0,377682,NA,377682,377682,NA,377682,Football
51782,2017,240471,University of Wisconsin-River Falls,River Falls,WI,54022,6,NCAA Division III with football,1915,3032,4947,1,"Public, 4-year or above",7,112,0,424738,NA,424738,424602,NA,424602,Football
69532,2018,240471,University of Wisconsin-River Falls,River Falls,WI,54022,6,NCAA Division III with football,1895,3276,5171,1,"Public, 4-year or above",7,108,0,439554,NA,439554,439554,NA,439554,Football
129488,2019,240471,University of Wisconsin-River Falls,River Falls,WI,54022,6,NCAA Division III with football,1760,3231,4991,1,"Public, 4-year or above",7,105,0,398946,NA,398946,398946,NA,398946,Football
16761,2015,240480,University of Wisconsin-Stevens Point,Stevens Point,WI,544813897,6,NCAA Division III with football,3915,4249,8164,1,"Public, 4-year or above",7,112,0,190690,NA,190690,229059,NA,229059,Football
34239,2016,240480,University of Wisconsin-Stevens Point,Stevens Point,WI,54481,6,NCAA Division III with football,3671,4008,7679,1,"Public, 4-year or above",7,116,0,282371,NA,282371,282371,NA,282371,Football
51791,2017,240480,University of Wisconsin-Stevens Point,Stevens Point,WI,54481,6,NCAA Division III with football,3420,3796,7216,1,"Public, 4-year or above",7,126,0,292198,NA,292198,292198,NA,292198,Football
69542,2018,240480,University of Wisconsin-Stevens Point,Stevens Point,WI,54481,6,NCAA Division III with football,3525,3873,7398,1,"Public, 4-year or above",7,128,0,490047,NA,490047,490047,NA,490047,Football
129522,2019,240480,University of Wisconsin-Stevens Point,Stevens Point,WI,54481,6,NCAA Division III with football,3107,3550,6657,1,"Public, 4-year or above",7,97,0,181890,NA,181890,356930,NA,356930,Football
16701,2015,240417,University of Wisconsin-Stout,Menomonie,WI,54751,6,NCAA Division III with football,3662,3143,6805,1,"Public, 4-year or above",7,93,0,323728,NA,323728,323728,NA,323728,Football
34179,2016,240417,University of Wisconsin-Stout,Menomonie,WI,54751,6,NCAA Division III with football,3715,3089,6804,1,"Public, 4-year or above",7,99,0,416442,NA,416442,416442,NA,416442,Football
51730,2017,240417,University of Wisconsin-Stout,Menomonie,WI,54751,6,NCAA Division III with football,3656,2909,6565,1,"Public, 4-year or above",7,94,0,445524,NA,445524,445524,NA,445524,Football
69480,2018,240417,University of Wisconsin-Stout,Menomonie,WI,54751,6,NCAA Division III with football,3513,2636,6149,1,"Public, 4-year or above",7,88,0,405848,NA,405848,405848,NA,405848,Football
16621,2015,240189,University of Wisconsin-Whitewater,Whitewater,WI,531901790,6,NCAA Division III with football,5004,4904,9908,1,"Public, 4-year or above",7,107,0,421721,NA,421721,421721,NA,421721,Football
34096,2016,240189,University of Wisconsin-Whitewater,Whitewater,WI,53190,6,NCAA Division III with football,5138,4908,10046,1,"Public, 4-year or above",7,109,0,392333,NA,392333,392199,NA,392199,Football
51648,2017,240189,University of Wisconsin-Whitewater,Whitewater,WI,53190,6,NCAA Division III with football,4989,4756,9745,1,"Public, 4-year or above",7,110,0,408176,NA,408176,390681,NA,390681,Football
69397,2018,240189,University of Wisconsin-Whitewater,Whitewater,WI,53190,6,NCAA Division III with football,5161,4898,10059,1,"Public, 4-year or above",7,108,0,741497,NA,741497,736883,NA,736883,Football
129158,2019,240189,University of Wisconsin-Whitewater,Whitewater,WI,53190,6,NCAA Division III with football,4925,4563,9488,1,"Public, 4-year or above",7,109,0,671860,NA,671860,689497,NA,689497,Football
16805,2015,240727,University of Wyoming,Laramie,WY,82071,1,NCAA Division I-FBS,4213,4179,8392,1,"Public, 4-year or above",7,119,0,10714937,NA,10714937,9273851,NA,9273851,Football
34282,2016,240727,University of Wyoming,Laramie,WY,82071,1,NCAA Division I-FBS,4125,3974,8099,1,"Public, 4-year or above",7,119,0,13133784,NA,13133784,10397742,NA,10397742,Football
51834,2017,240727,University of Wyoming,Laramie,WY,82071,1,NCAA Division I-FBS,4235,4044,8279,1,"Public, 4-year or above",7,111,0,13481960,NA,13481960,10168112,NA,10168112,Football
69584,2018,240727,University of Wyoming,Laramie,WY,82071,1,NCAA Division I-FBS,4301,4149,8450,1,"Public, 4-year or above",7,116,0,13649998,NA,13649998,13649998,NA,13649998,Football
129738,2019,240727,University of Wyoming,Laramie,WY,82071,1,NCAA Division I-FBS,4155,4173,8328,1,"Public, 4-year or above",7,118,0,17300935,NA,17300935,12391721,NA,12391721,Football
5043,2015,154493,Upper Iowa University,Fayette,IA,521421857,4,NCAA Division II with football,1026,1422,2448,2,"Private nonprofit, 4-year or above",7,118,0,1514469,NA,1514469,1502230,NA,1502230,Football
22401,2016,154493,Upper Iowa University,Fayette,IA,52142,4,NCAA Division II with football,878,1346,2224,2,"Private nonprofit, 4-year or above",7,113,0,1597833,NA,1597833,1597833,NA,1597833,Football
39879,2017,154493,Upper Iowa University,Fayette,IA,52142,4,NCAA Division II with football,794,1298,2092,2,"Private nonprofit, 4-year or above",7,116,0,1561171,NA,1561171,1415334,NA,1415334,Football
57552,2018,154493,Upper Iowa University,Fayette,IA,52142,4,NCAA Division II with football,760,1174,1934,2,"Private nonprofit, 4-year or above",7,113,0,1508812,NA,1508812,1491228,NA,1491228,Football
88385,2019,154493,Upper Iowa University,Fayette,IA,52142,4,NCAA Division II with football,729,1127,1856,2,"Private nonprofit, 4-year or above",7,122,0,1499465,NA,1499465,1459913,NA,1459913,Football
11927,2015,206330,Urbana University,Urbana,OH,430782091,4,NCAA Division II with football,270,213,483,2,"Private nonprofit, 4-year or above",7,85,0,1106902,NA,1106902,1106902,NA,1106902,Football
29367,2016,206330,Urbana University,Urbana,OH,43078,4,NCAA Division II with football,230,187,417,2,"Private nonprofit, 4-year or above",7,87,0,1267347,NA,1267347,1267347,NA,1267347,Football
46871,2017,206330,Urbana University,Urbana,OH,43078,4,NCAA Division II with football,204,161,365,2,"Private nonprofit, 4-year or above",7,92,0,1467056,NA,1467056,1467056,NA,1467056,Football
64613,2018,206330,Urbana University,Urbana,OH,430782091,4,NCAA Division II with football,0,0,0,2,"Private nonprofit, 4-year or above",7,105,0,1302424,NA,1302424,1302424,NA,1302424,Football
